MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,EP_SUM_YR_1,EP_SUM_YR_2,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,WEIGHTED_SEG_KM,LAST_FLIGHT_DATE,AVG_FLIGHT_COUNT,AVG_BP_SUM,BEGIN_TO_FIRST,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,ADD_POINTS_SUM_YR_1,ADD_POINTS_SUM_YR_2,EXCHANGE_COUNT,avg_discount,P1Y_Flight_Count,L1Y_Flight_Count,P1Y_BP_SUM,L1Y_BP_SUM,EP_SUM,ADD_Point_SUM,Eli_Add_Point_Sum,L1Y_ELi_Add_Points,Points_Sum,L1Y_Points_Sum,Ration_L1Y_Flight_Count,Ration_P1Y_Flight_Count,Ration_P1Y_BPS,Ration_L1Y_BPS,Point_NotFlight
40705,2010/07/03,2010/07/03,男,4,上海,,CN,37.0,2014/03/31,4,4630,0,0,3000.0,1890.0,4989,4989.0,2013/04/21,0.5,578.75,70,346,105.0,195,0,0,0,1.0,3,1,2732,1898,0,0,0,0,4630,1898,0.25,0.75,0.589937379,0.409846685,0
59978,2012/08/23,2012/08/23,男,4,colombo ih,,CN,39.0,2014/03/31,4,2696,0,0,3060.0,0.0,7808,4977.6,2013/02/12,0.571428571,385.14285710000007,0,414,57.66666667,147,0,0,0,0.6375,4,0,2696,0,0,0,0,0,2696,0,0.0,1.0,0.9996292179999999,0.0,0
2811,2008/02/12,2008/09/28,男,4,,,HK,44.0,2014/03/31,6,3664,0,0,1481.0,3316.0,9136,4973.93,2014/02/24,0.75,458.0,9,37,137.0,245,0,0,0,0.544431918,2,4,1360,2304,0,0,0,0,3664,2304,0.666666667,0.333333333,0.37107776299999995,0.628649386,0
2811,2008/02/12,2008/09/28,男,4,,,HK,44.0,2014/03/31,6,3664,0,0,1481.0,3316.0,9136,4973.93,2014/02/24,0.75,458.0,9,37,137.0,245,0,0,0,0.544431918,2,4,1360,2304,0,0,0,0,3664,2304,0.666666667,0.333333333,0.37107776299999995,0.628649386,0
54608,2005/12/20,2006/06/16,男,4,,,HK,57.0,2014/03/31,3,2527,0,0,2853.0,0.0,7094,4965.8,2012/12/14,0.375,315.875,58,474,99.5,195,0,0,0,0.7,3,0,2527,0,0,0,0,0,2527,0,0.0,1.0,0.99960443,0.0,0
54608,2005/12/20,2006/06/16,男,4,,,HK,57.0,2014/03/31,3,2527,0,0,2853.0,0.0,7094,4965.8,2012/12/14,0.375,315.875,58,474,99.5,195,0,0,0,0.7,3,0,2527,0,0,0,0,0,2527,0,0.0,1.0,0.99960443,0.0,0
36137,2010/12/13,2011/05/19,男,4,,北京,CN,42.0,2014/03/31,6,5405,0,0,2055.0,1680.0,7169,4960.35,2013/09/15,0.75,675.625,278,199,50.8,127,10613,3045,2,0.691916585,3,3,2144,3261,0,13658,13658,3045,19063,6306,0.5,0.5,0.396596374,0.603218646,18
40668,2011/03/28,2011/03/28,男,4,上海,上海,CN,37.0,2014/03/31,3,4065,0,0,,0.0,6117,4955.95,2013/03/21,0.375,508.125,138,377,108.0,212,0,0,0,0.810192905,3,0,4065,0,0,0,0,0,4065,0,0.0,1.0,0.999754058,0.0,0
29658,2007/09/11,2007/09/12,男,4,上海,上海,CN,36.0,2014/03/31,4,3231,0,0,,0.0,7093,4955.1,2013/01/10,0.5,403.875,122,447,54.0,153,0,0,0,0.6985901590000001,4,0,3231,0,0,0,0,0,3231,0,0.0,1.0,0.999690594,0.0,0
48602,2008/01/09,2008/10/17,男,4,,,TW,46.0,2014/03/31,25,5960,0,0,6863.0,5330.0,6608,4951.0,2014/01/23,3.125,745.0,60,69,25.08333333,110,0,0,0,0.7492433409999999,14,11,3760,2200,0,0,0,0,5960,2200,0.44,0.56,0.63076665,0.36906559299999997,0
48602,2008/01/09,2008/10/17,男,4,,,TW,46.0,2014/03/31,25,5960,0,0,6863.0,5330.0,6608,4951.0,2014/01/23,3.125,745.0,60,69,25.08333333,110,0,0,0,0.7492433409999999,14,11,3760,2200,0,0,0,0,5960,2200,0.44,0.56,0.63076665,0.36906559299999997,0
7603,2010/03/17,2010/09/20,男,4,上海,上海,CN,51.0,2014/03/31,4,4844,0,0,,0.0,5496,4946.4,2012/06/28,0.5,605.5,16,643,24.0,68,0,0,0,0.9,4,0,4844,0,0,0,0,0,4844,0,0.0,1.0,0.999793602,0.0,0
44475,2011/08/21,2011/08/21,男,4,,河南,CN,46.0,2014/03/31,2,4986,0,0,3924.0,0.0,5494,4944.6,2012/09/11,0.25,623.25,155,568,8.0,8,0,0,0,0.9,2,0,4986,0,0,0,0,0,4986,0,0.0,1.0,0.9997994790000001,0.0,0
4977,2010/12/20,2010/12/20,女,4,广州市,,CN,29.0,2014/03/31,8,3759,0,0,2750.0,2866.0,7370,4939.81,2014/03/20,1.0,469.875,85,12,90.57142857,490,0,0,0,0.670259159,3,5,1601,2158,0,0,0,0,3759,2158,0.625,0.375,0.425797872,0.57393617,0
175,2011/01/14,2012/01/05,男,4,,北京,CN,39.0,2014/03/31,5,4453,0,0,2011.0,1607.0,7017,4939.72,2014/01/16,0.625,556.625,299,76,89.0,168,15972,7285,0,0.703964657,2,3,1731,2722,0,23257,23257,7285,27710,10007,0.6,0.4,0.388639425,0.6111360570000001,18
31049,2010/10/04,2012/04/15,男,4,AUCKLAND,,CN,62.0,2014/03/31,2,3676,0,0,6155.0,0.0,5644,4938.5,2012/04/18,0.25,459.5,14,714,3.0,3,0,0,0,0.875,2,0,3676,0,0,0,0,0,3676,0,0.0,1.0,0.9997280390000001,0.0,0
48579,2009/08/27,2009/08/27,女,4,深圳,广东,CN,,2014/03/31,2,4208,0,0,3715.0,0.0,5977,4938.5,2012/07/07,0.25,526.0,37,634,60.0,60,0,0,0,0.8262506270000001,2,0,4208,0,0,0,0,0,4208,0,0.0,1.0,0.9997624140000001,0.0,0
53288,2010/05/29,2010/12/27,男,4,上海,,CN,48.0,2014/03/31,2,4766,0,0,0.0,4682.0,3500,4935.0,2014/02/19,0.25,595.75,653,42,36.0,36,0,0,0,1.41,0,2,0,4766,0,0,0,0,4766,4766,1.0,0.0,0.0,0.9997902240000001,0
5501,2011/05/07,2011/06/07,男,4,,,HK,50.0,2014/03/31,4,4146,0,0,0.0,1610.0,6199,4933.64,2013/09/11,0.5,518.25,40,203,162.66666669999998,306,0,0,0,0.795876754,3,1,2179,1967,0,0,0,0,4146,1967,0.25,0.75,0.5254400770000001,0.474318785,0
5501,2011/05/07,2011/06/07,男,4,,,HK,50.0,2014/03/31,4,4146,0,0,0.0,1610.0,6199,4933.64,2013/09/11,0.5,518.25,40,203,162.66666669999998,306,0,0,0,0.795876754,3,1,2179,1967,0,0,0,0,4146,1967,0.25,0.75,0.5254400770000001,0.474318785,0
38476,2007/08/01,2007/08/01,男,4,MANILA,,PH,83.0,2014/03/31,5,2737,0,0,5706.0,0.0,6763,4933.4,2012/06/12,0.625,342.125,15,659,14.25,32,0,0,0,0.72946917,5,0,2737,0,0,0,0,0,2737,0,0.0,1.0,0.99963477,0.0,0
48348,2008/09/15,2008/09/18,男,4,东莞,,CN,46.0,2014/03/31,7,3617,0,0,315.0,672.0,9403,4928.63,2014/03/12,0.875,452.125,56,20,109.16666670000001,345,0,0,0,0.524155057,5,2,2649,968,0,0,0,0,3617,968,0.28571428600000004,0.7142857140000001,0.7321724709999999,0.267551133,0
3291,2008/05/24,2008/08/01,男,4,singapore,,CN,47.0,2014/03/31,3,2694,0,0,2971.0,0.0,6476,4926.0,2012/08/21,0.375,336.75,126,589,8.0,9,0,0,0,0.760654725,3,0,2694,0,0,0,0,0,2694,0,0.0,1.0,0.9996289420000001,0.0,0
39953,2009/07/26,2010/10/27,男,4,,,CN,53.0,2014/03/31,3,2522,0,0,3255.0,0.0,6799,4926.0,2012/06/11,0.375,315.25,31,660,20.0,34,0,0,0,0.724518312,3,0,2522,0,0,0,0,0,2522,0,0.0,1.0,0.999603646,0.0,0
39953,2009/07/26,2010/10/27,男,4,,,CN,53.0,2014/03/31,3,2522,0,0,3255.0,0.0,6799,4926.0,2012/06/11,0.375,315.25,31,660,20.0,34,0,0,0,0.724518312,3,0,2522,0,0,0,0,0,2522,0,0.0,1.0,0.999603646,0.0,0
1014,2007/02/07,2007/05/03,男,4,,,SG,51.0,2014/03/31,9,4075,0,0,3899.0,1716.0,6718,4923.11,2014/01/29,1.125,509.375,115,63,69.125,191,0,0,0,0.732823757,7,2,2848,1227,0,0,0,0,4075,1227,0.222222222,0.7777777779999999,0.698724239,0.301030422,0
1014,2007/02/07,2007/05/03,男,4,,,SG,51.0,2014/03/31,9,4075,0,0,3899.0,1716.0,6718,4923.11,2014/01/29,1.125,509.375,115,63,69.125,191,0,0,0,0.732823757,7,2,2848,1227,0,0,0,0,4075,1227,0.222222222,0.7777777779999999,0.698724239,0.301030422,0
10638,2012/02/18,2012/05/19,女,4,,,HK,46.0,2014/03/31,6,3565,0,0,1400.0,1143.0,10692,4920.05,2013/04/21,0.75,445.625,48,346,67.4,166,0,0,0,0.460161803,5,1,2451,1114,0,0,0,0,3565,1114,0.166666667,0.833333333,0.687324734,0.31239484,0
10638,2012/02/18,2012/05/19,女,4,,,HK,46.0,2014/03/31,6,3565,0,0,1400.0,1143.0,10692,4920.05,2013/04/21,0.75,445.625,48,346,67.4,166,0,0,0,0.460161803,5,1,2451,1114,0,0,0,0,3565,1114,0.166666667,0.833333333,0.687324734,0.31239484,0
22361,2009/11/28,2009/11/28,男,4,MELAKA,,MY,54.0,2014/03/31,2,5124,0,0,3229.0,0.0,5786,4918.1,2012/10/29,0.25,640.5,207,520,4.0,4,0,0,0,0.85,2,0,5124,0,0,0,0,0,5124,0,0.0,1.0,0.999804878,0.0,0
8016,2012/07/05,2012/07/05,男,4,,北京,CN,32.0,2014/03/31,8,4239,0,0,4958.0,0.0,8175,4916.9,2012/11/17,1.142857143,605.5714286,0,501,19.28571429,61,0,0,0,0.601455657,8,0,4239,0,0,0,0,0,4239,0,0.0,1.0,0.9997641509999999,0.0,0
4410,2010/03/23,2013/07/16,男,4,北京,,CN,35.0,2014/03/31,2,5389,0,0,0.0,3797.0,5977,4913.84,2013/08/26,0.25,673.625,471,219,41.0,41,0,0,0,0.822124812,0,2,0,5389,0,0,0,0,5389,5389,1.0,0.0,0.0,0.999814471,0
21176,2008/03/20,2014/03/10,男,4,,,SG,58.0,2014/03/31,3,3150,0,0,0.0,3150.0,8466,4910.28,2014/03/27,0.375,393.75,709,5,8.5,9,0,0,0,0.58,0,3,0,3150,0,0,0,0,3150,3150,1.0,0.0,0.0,0.99968264,0
21176,2008/03/20,2014/03/10,男,4,,,SG,58.0,2014/03/31,3,3150,0,0,0.0,3150.0,8466,4910.28,2014/03/27,0.375,393.75,709,5,8.5,9,0,0,0,0.58,0,3,0,3150,0,0,0,0,3150,3150,1.0,0.0,0.0,0.99968264,0
35580,2007/09/19,2007/09/23,男,4,大连,辽宁,CN,,2014/03/31,9,3574,0,0,5421.0,0.0,7609,4907.6,2012/06/07,1.125,446.75,10,664,7.125,29,0,0,0,0.6449730579999999,9,0,3574,0,0,0,0,0,3574,0,0.0,1.0,0.99972028,0.0,4
2531,2007/11/08,2007/11/08,男,4,,,HK,62.0,2014/03/31,5,3242,0,0,1190.0,1878.0,7420,4907.34,2014/01/31,0.625,405.25,160,61,127.5,208,0,0,0,0.661366577,1,4,651,2591,0,0,0,0,3242,2591,0.8,0.2,0.20074005600000003,0.798951588,0
2531,2007/11/08,2007/11/08,男,4,,,HK,62.0,2014/03/31,5,3242,0,0,1190.0,1878.0,7420,4907.34,2014/01/31,0.625,405.25,160,61,127.5,208,0,0,0,0.661366577,1,4,651,2591,0,0,0,0,3242,2591,0.8,0.2,0.20074005600000003,0.798951588,0
26593,2006/06/21,2006/06/21,男,4,上海,,CN,57.0,2014/03/31,4,5206,0,0,840.0,2791.0,5005,4900.04,2014/03/18,0.5,650.75,200,14,172.33333330000002,351,0,0,2,0.979028971,2,2,2211,2995,0,0,0,0,5206,2995,0.5,0.5,0.424620703,0.575187248,2
2829,2007/11/04,2008/05/04,男,4,,,TW,51.0,2014/03/31,5,3571,0,0,4285.0,0.0,9397,4892.25,2012/11/04,0.625,446.375,62,514,38.75,122,0,0,0,0.520618282,5,0,3571,0,0,0,0,0,3571,0,0.0,1.0,0.999720045,0.0,0
2829,2007/11/04,2008/05/04,男,4,,,TW,51.0,2014/03/31,5,3571,0,0,4285.0,0.0,9397,4892.25,2012/11/04,0.625,446.375,62,514,38.75,122,0,0,0,0.520618282,5,0,3571,0,0,0,0,0,3571,0,0.0,1.0,0.999720045,0.0,0
38836,2007/12/04,2008/09/01,男,4,长乐,福建,CN,,2014/03/31,4,4534,0,0,950.0,3547.0,4340,4887.57,2014/03/18,0.5,566.75,147,14,190.0,388,0,0,0,1.126168203,1,3,1155,3379,0,0,0,0,4534,3379,0.75,0.25,0.254685777,0.745093716,0
31925,2011/03/16,2011/03/24,男,4,,,PK,41.0,2014/03/31,6,3370,0,0,1063.0,2400.0,10859,4881.47,2013/12/03,0.75,421.25,137,120,94.8,336,0,0,0,0.449532185,2,4,674,2696,0,0,0,0,3370,2696,0.666666667,0.333333333,0.19994067,0.799762682,0
31925,2011/03/16,2011/03/24,男,4,,,PK,41.0,2014/03/31,6,3370,0,0,1063.0,2400.0,10859,4881.47,2013/12/03,0.75,421.25,137,120,94.8,336,0,0,0,0.449532185,2,4,674,2696,0,0,0,0,3370,2696,0.666666667,0.333333333,0.19994067,0.799762682,0
10177,2007/03/01,2008/05/15,女,4,佛山,广东,CN,,2014/03/31,7,3481,0,0,3575.0,1194.0,8421,4874.52,2013/08/24,0.875,435.125,74,221,72.66666667,147,0,0,0,0.578852868,5,2,2790,691,0,0,0,0,3481,691,0.28571428600000004,0.7142857140000001,0.801263642,0.19844916699999998,0
38005,2004/12/01,2005/04/11,男,4,北京,,CN,45.0,2014/03/31,4,5379,0,0,0.0,4273.0,5959,4868.83,2014/02/21,0.5,672.375,567,40,41.33333333,75,0,0,0,0.817054875,0,4,0,5379,0,0,0,0,5379,5379,1.0,0.0,0.0,0.999814126,0
34576,2010/01/29,2010/01/29,男,4,SINGAPORE,,SG,55.0,2014/03/31,6,4569,0,0,1817.0,1908.0,8317,4865.71,2014/01/22,0.75,571.125,38,70,124.6,335,0,0,0,0.585031862,3,3,1954,2615,0,0,0,0,4569,2615,0.5,0.5,0.42757111600000003,0.572210066,0
14650,2011/08/13,2011/08/15,女,4,,,HK,49.0,2014/03/31,3,4722,0,0,4484.0,0.0,4772,4865.0,2012/08/20,0.375,590.25,109,590,16.0,20,0,0,0,1.0194886840000001,3,0,4722,0,0,0,0,0,4722,0,0.0,1.0,0.99978827,0.0,0
14650,2011/08/13,2011/08/15,女,4,,,HK,49.0,2014/03/31,3,4722,0,0,4484.0,0.0,4772,4865.0,2012/08/20,0.375,590.25,109,590,16.0,20,0,0,0,1.0194886840000001,3,0,4722,0,0,0,0,0,4722,0,0.0,1.0,0.99978827,0.0,0
40600,2010/09/17,2010/09/17,男,4,,,CN,34.0,2014/03/31,5,5093,0,0,3320.0,1309.0,5639,4863.29,2013/07/25,0.625,636.625,17,251,115.75,257,0,0,0,0.862438376,4,1,3185,1908,0,0,0,0,5093,1908,0.2,0.8,0.625245387,0.374558304,0
40600,2010/09/17,2010/09/17,男,4,,,CN,34.0,2014/03/31,5,5093,0,0,3320.0,1309.0,5639,4863.29,2013/07/25,0.625,636.625,17,251,115.75,257,0,0,0,0.862438376,4,1,3185,1908,0,0,0,0,5093,1908,0.2,0.8,0.625245387,0.374558304,0
39097,2008/04/27,2008/05/05,女,4,SUWON,,CN,,2014/03/31,6,4029,0,0,2131.0,741.0,6672,4861.09,2014/03/20,0.75,503.625,44,12,135.0,432,0,0,0,0.728580635,5,1,3530,499,0,0,0,0,4029,499,0.166666667,0.833333333,0.8759305209999999,0.12382134,0
39097,2008/04/27,2008/05/05,女,4,SUWON,,CN,,2014/03/31,6,4029,0,0,2131.0,741.0,6672,4861.09,2014/03/20,0.75,503.625,44,12,135.0,432,0,0,0,0.728580635,5,1,3530,499,0,0,0,0,4029,499,0.166666667,0.833333333,0.8759305209999999,0.12382134,0
43625,2009/04/20,2009/12/06,男,4,汉城市,,KR,63.0,2014/03/31,9,3889,0,0,6882.0,1730.0,6531,4861.05,2013/07/10,1.125,486.125,7,266,57.25,138,0,0,0,0.7443040879999999,6,3,3146,743,0,0,0,0,3889,743,0.333333333,0.666666667,0.80874036,0.191002571,0
29836,2007/11/01,2007/11/05,女,4,,,HK,,2014/03/31,6,3531,0,0,2345.0,1520.0,9427,4855.2,2014/02/04,0.75,441.375,58,57,123.2,418,0,0,0,0.515031293,3,3,1677,1854,0,0,0,0,3531,1854,0.5,0.5,0.47480181200000005,0.524915062,0
29836,2007/11/01,2007/11/05,女,4,,,HK,,2014/03/31,6,3531,0,0,2345.0,1520.0,9427,4855.2,2014/02/04,0.75,441.375,58,57,123.2,418,0,0,0,0.515031293,3,3,1677,1854,0,0,0,0,3531,1854,0.5,0.5,0.47480181200000005,0.524915062,0
29836,2007/11/01,2007/11/05,女,4,,,HK,,2014/03/31,6,3531,0,0,2345.0,1520.0,9427,4855.2,2014/02/04,0.75,441.375,58,57,123.2,418,0,0,0,0.515031293,3,3,1677,1854,0,0,0,0,3531,1854,0.5,0.5,0.47480181200000005,0.524915062,0
43272,2013/01/20,2013/05/22,男,4,,,AE,44.0,2014/03/31,2,3733,0,0,0.0,2963.0,7645,4852.2,2013/10/17,0.4,746.6,122,167,148.0,148,0,0,0,0.634689339,0,2,0,3733,0,0,0,0,3733,3733,1.0,0.0,0.0,0.999732191,0
43272,2013/01/20,2013/05/22,男,4,,,AE,44.0,2014/03/31,2,3733,0,0,0.0,2963.0,7645,4852.2,2013/10/17,0.4,746.6,122,167,148.0,148,0,0,0,0.634689339,0,2,0,3733,0,0,0,0,3733,3733,1.0,0.0,0.0,0.999732191,0
58179,2010/03/01,2010/03/01,男,4,北京,,CN,34.0,2014/03/31,2,5086,0,0,0.0,4135.0,5420,4850.9,2013/12/08,0.25,635.75,613,115,3.0,3,0,0,0,0.895,0,2,0,5086,0,0,0,0,5086,5086,1.0,0.0,0.0,0.99980342,0
11180,2005/05/29,2005/08/09,女,4,,,CN,43.0,2014/03/31,4,4477,0,0,3997.0,0.0,5911,4846.7,2012/11/18,0.5,559.625,25,500,68.66666667,176,0,0,0,0.819945864,4,0,4477,0,0,0,0,0,4477,0,0.0,1.0,0.9997766859999999,0.0,0
11180,2005/05/29,2005/08/09,女,4,,,CN,43.0,2014/03/31,4,4477,0,0,3997.0,0.0,5911,4846.7,2012/11/18,0.5,559.625,25,500,68.66666667,176,0,0,0,0.819945864,4,0,4477,0,0,0,0,0,4477,0,0.0,1.0,0.9997766859999999,0.0,0
49004,2009/03/31,2010/04/03,男,4,,,CN,34.0,2014/03/31,9,3779,0,0,3612.0,546.0,7542,4844.42,2014/03/21,1.125,472.375,212,11,63.5,437,0,0,0,0.642325643,7,2,3552,227,0,0,0,0,3779,227,0.222222222,0.7777777779999999,0.93968254,0.06005291,0
49004,2009/03/31,2010/04/03,男,4,,,CN,34.0,2014/03/31,9,3779,0,0,3612.0,546.0,7542,4844.42,2014/03/21,1.125,472.375,212,11,63.5,437,0,0,0,0.642325643,7,2,3552,227,0,0,0,0,3779,227,0.222222222,0.7777777779999999,0.93968254,0.06005291,0
14977,2012/03/08,2012/03/09,女,4,PHNOM PENH,,KH,28.0,2014/03/31,5,4726,0,0,4053.0,1000.0,7959,4839.27,2013/09/10,0.625,590.75,12,204,128.75,507,0,0,0,0.6080248770000001,4,1,4098,628,0,0,0,0,4726,628,0.2,0.8,0.8669346309999999,0.132853818,0
11693,2007/09/17,2007/12/20,男,4,,北京,CN,39.0,2014/03/31,5,5027,0,0,944.0,3434.0,8059,4836.54,2013/08/28,0.625,628.375,229,217,71.25,151,2688,1965,0,0.600141457,2,3,448,4579,0,4653,4653,1965,9680,6544,0.6,0.4,0.08910103400000001,0.91070008,24
57953,2009/04/19,2009/04/19,男,4,FAISL ABAD,,PK,46.0,2014/03/31,3,3403,0,0,0.0,4526.0,9531,4834.53,2014/01/03,0.375,425.375,625,89,8.5,16,0,0,0,0.507242682,0,3,0,3403,0,0,0,0,3403,3403,1.0,0.0,0.0,0.999706228,0
22858,2010/03/27,2010/09/27,女,4,,,SG,34.0,2014/03/31,4,4496,0,0,2048.0,2300.0,8260,4830.14,2013/07/03,0.5,562.0,231,273,75.66666667,215,0,0,2,0.5847627120000001,2,2,2396,2100,0,0,0,0,4496,2100,0.5,0.5,0.532799644,0.466977985,2
22858,2010/03/27,2010/09/27,女,4,,,SG,34.0,2014/03/31,4,4496,0,0,2048.0,2300.0,8260,4830.14,2013/07/03,0.5,562.0,231,273,75.66666667,215,0,0,2,0.5847627120000001,2,2,2396,2100,0,0,0,0,4496,2100,0.5,0.5,0.532799644,0.466977985,2
61829,2010/07/20,2012/08/15,女,4,北京,,CN,41.0,2014/03/31,6,3558,0,0,578.0,3136.0,10472,4823.04,2013/09/20,0.75,444.75,136,194,80.2,331,0,0,0,0.46056531700000003,1,5,0,3558,0,0,0,0,3558,3558,0.833333333,0.166666667,0.0,0.9997190220000001,0
19176,2007/01/01,2008/03/25,男,4,,,TW,54.0,2014/03/31,6,4245,0,0,2597.0,395.0,7645,4822.5,2013/05/26,0.75,530.625,18,311,80.4,218,0,0,0,0.630804447,5,1,3942,303,0,0,0,0,4245,303,0.166666667,0.833333333,0.928403203,0.071361281,0
19176,2007/01/01,2008/03/25,男,4,,,TW,54.0,2014/03/31,6,4245,0,0,2597.0,395.0,7645,4822.5,2013/05/26,0.75,530.625,18,311,80.4,218,0,0,0,0.630804447,5,1,3942,303,0,0,0,0,4245,303,0.166666667,0.833333333,0.928403203,0.071361281,0
2089,2005/02/08,2012/03/22,男,4,,,CN,58.0,2014/03/31,8,3224,0,0,3740.0,1156.0,10726,4811.42,2013/11/14,1.0,403.0,4,139,84.0,235,0,0,0,0.448575424,6,2,2328,896,0,0,0,0,3224,896,0.25,0.75,0.721860465,0.277829457,0
2089,2005/02/08,2012/03/22,男,4,,,CN,58.0,2014/03/31,8,3224,0,0,3740.0,1156.0,10726,4811.42,2013/11/14,1.0,403.0,4,139,84.0,235,0,0,0,0.448575424,6,2,2328,896,0,0,0,0,3224,896,0.25,0.75,0.721860465,0.277829457,0
2174,2005/05/11,2007/03/06,男,4,,,CN,42.0,2014/03/31,4,3275,0,0,2265.0,2264.0,5779,4804.98,2013/07/23,0.5,409.375,77,253,133.6666667,249,0,0,0,0.8314552690000001,2,2,1897,1378,0,0,0,0,3275,1378,0.5,0.5,0.579059829,0.420634921,0
2174,2005/05/11,2007/03/06,男,4,,,CN,42.0,2014/03/31,4,3275,0,0,2265.0,2264.0,5779,4804.98,2013/07/23,0.5,409.375,77,253,133.6666667,249,0,0,0,0.8314552690000001,2,2,1897,1378,0,0,0,0,3275,1378,0.5,0.5,0.579059829,0.420634921,0
53167,2009/08/05,2009/08/05,男,4,北京,,CN,37.0,2014/03/31,3,4744,0,0,935.0,3307.0,6184,4803.99,2013/08/22,0.375,593.0,208,223,150.0,239,0,0,0,0.77684185,1,2,763,3981,0,0,0,0,4744,3981,0.666666667,0.333333333,0.160800843,0.838988409,0
29163,2005/05/03,2005/06/26,男,4,,,CN,37.0,2014/03/31,2,4928,0,0,0.0,4073.0,5684,4802.98,2013/09/11,0.25,616.0,526,203,2.0,2,0,0,0,0.845,0,2,0,4928,0,0,0,0,4928,4928,1.0,0.0,0.0,0.999797119,0
29163,2005/05/03,2005/06/26,男,4,,,CN,37.0,2014/03/31,2,4928,0,0,0.0,4073.0,5684,4802.98,2013/09/11,0.25,616.0,526,203,2.0,2,0,0,0,0.845,0,2,0,4928,0,0,0,0,4928,4928,1.0,0.0,0.0,0.999797119,0
34516,2011/12/28,2012/04/17,男,4,上海,,CN,37.0,2014/03/31,4,4531,0,0,2460.0,1088.0,4998,4801.8,2013/12/02,0.5,566.375,16,121,198.0,336,0,0,0,0.9607442979999999,3,1,3333,1198,0,0,0,0,4531,1198,0.25,0.75,0.7354368929999999,0.264342454,0
5166,2012/05/07,2012/05/07,女,4,上海,,CN,30.0,2014/03/31,5,4485,0,0,640.0,0.0,9618,4797.1,2013/01/24,0.625,560.625,0,433,65.5,145,0,0,0,0.498762737,5,0,4485,0,0,0,0,0,4485,0,0.0,1.0,0.9997770840000001,0.0,0
61063,2012/11/30,2012/11/30,女,4,北京,,CN,58.0,2014/03/31,2,5086,0,0,1964.0,2125.0,5420,4796.7,2013/11/21,0.333333333,847.6666667000002,0,132,356.0,356,11089,0,0,0.885,1,1,2543,2543,0,11089,11089,0,16175,2543,0.5,0.5,0.49990171,0.49990171,1
61283,2012/12/25,2013/02/16,男,4,北京,,CN,36.0,2014/03/31,6,2822,0,0,0.0,3016.0,8833,4796.01,2014/01/25,1.0,470.33333330000005,53,67,68.6,158,0,0,0,0.542965018,2,4,692,2130,0,0,0,0,2822,2130,0.666666667,0.333333333,0.245129295,0.754516472,0
18941,2006/08/07,2006/08/07,男,4,,上海,CN,35.0,2014/03/31,4,3729,0,0,1876.0,1334.0,6027,4786.75,2013/10/17,0.5,466.125,0,167,188.0,237,0,0,0,0.7942176870000001,2,2,1908,1821,0,0,0,0,3729,1821,0.5,0.5,0.51152815,0.48820375299999996,0
13595,2010/08/01,2012/06/29,女,4,,,HK,54.0,2014/03/31,4,3192,0,0,1100.0,2630.0,8536,4780.16,2014/02/12,0.5,399.0,89,49,197.66666669999998,581,0,0,0,0.56,2,2,1596,1596,0,0,0,0,3192,1596,0.5,0.5,0.499843407,0.499843407,0
13595,2010/08/01,2012/06/29,女,4,,,HK,54.0,2014/03/31,4,3192,0,0,1100.0,2630.0,8536,4780.16,2014/02/12,0.5,399.0,89,49,197.66666669999998,581,0,0,0,0.56,2,2,1596,1596,0,0,0,0,3192,1596,0.5,0.5,0.499843407,0.499843407,0
36303,2011/11/27,2013/01/06,男,4,,北京,CN,37.0,2014/03/31,5,3477,0,0,3108.0,1253.0,8562,4779.75,2013/05/13,0.625,434.625,280,324,31.75,51,1841,11481,0,0.558251577,3,2,2831,646,0,13322,13322,11481,16799,12127,0.4,0.6,0.813973548,0.18573893,29
16752,2009/10/01,2010/02/14,男,4,上海,,CN,31.0,2014/03/31,5,4419,0,0,580.0,1131.0,5121,4779.41,2014/03/07,0.625,552.375,28,25,169.5,357,0,0,0,0.9332962309999999,1,4,628,3791,0,0,0,0,4419,3791,0.8,0.2,0.142081448,0.857692308,0
38092,2005/03/23,2005/04/25,男,4,,,CN,40.0,2014/03/31,6,3206,0,0,4633.0,0.0,7246,4771.75,2012/11/12,0.75,400.75,28,506,39.4,162,0,0,0,0.658535744,6,0,3206,0,0,0,0,0,3206,0,0.0,1.0,0.999688182,0.0,0
38092,2005/03/23,2005/04/25,男,4,,,CN,40.0,2014/03/31,6,3206,0,0,4633.0,0.0,7246,4771.75,2012/11/12,0.75,400.75,28,506,39.4,162,0,0,0,0.658535744,6,0,3206,0,0,0,0,0,3206,0,0.0,1.0,0.999688182,0.0,0
45766,2006/06/06,2007/05/15,女,4,,,HK,70.0,2014/03/31,5,3753,0,0,3208.0,1000.0,5935,4771.7,2013/04/18,0.625,469.125,222,349,40.0,131,0,0,0,0.80399326,4,1,3389,364,0,0,0,0,3753,364,0.2,0.8,0.9027703779999999,0.096963239,0
